dimensions,rock_chance,grass_grow_back,rand_catch,in_medias_res,number,die_of_hunger,preg_time,max_age,number,die_of_hunger,preg_time,max_age,rand_variance_trait,speed,slow_mode_sleep_time,avg_speed_mouse,avg_speed_owl
20,0,5,True,True,280,1,1,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,1,2,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,1,3,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,1,4,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,1,5,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,1,6,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,1,7,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,1,8,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,1,9,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,1,10,0,0,0,0,0,20,True,0.1,N/A
20,0,5,True,True,280,2,1,0,0,0,0,0,20,True,0.1,54.0
20,0,5,True,True,280,2,2,0,0,0,0,0,20,True,0.1,48.0
20,0,5,True,True,280,2,3,0,0,0,0,0,20,True,0.1,36.0
20,0,5,True,True,280,2,4,0,0,0,0,0,20,True,0.1,74.0
20,0,5,True,True,280,2,5,0,0,0,0,0,20,True,0.1,48.0
20,0,5,True,True,280,2,6,0,0,0,0,0,20,True,0.1,57.0
20,0,5,True,True,280,2,7,0,0,0,0,0,20,True,0.1,59.0
20,0,5,True,True,280,2,8,0,0,0,0,0,20,True,0.1,43.0
20,0,5,True,True,280,2,9,0,0,0,0,0,20,True,0.1,22.0
20,0,5,True,True,280,2,10,0,0,0,0,0,20,True,0.1,68.0
20,0,5,True,True,280,3,1,0,0,0,0,0,20,True,0.1,57.0
20,0,5,True,True,280,3,2,0,0,0,0,0,20,True,0.1,164.0
20,0,5,True,True,280,3,3,0,0,0,0,0,20,True,0.1,99.0
20,0,5,True,True,280,3,4,0,0,0,0,0,20,True,0.1,169.0
20,0,5,True,True,280,3,5,0,0,0,0,0,20,True,0.1,121.0
20,0,5,True,True,280,3,6,0,0,0,0,0,20,True,0.1,103.0
20,0,5,True,True,280,3,7,0,0,0,0,0,20,True,0.1,74.0
20,0,5,True,True,280,3,8,0,0,0,0,0,20,True,0.1,73.0
20,0,5,True,True,280,3,9,0,0,0,0,0,20,True,0.1,80.0
20,0,5,True,True,280,3,10,0,0,0,0,0,20,True,0.1,103.0
20,0,5,True,True,280,4,1,0,0,0,0,0,20,True,0.1,978.0
20,0,5,True,True,280,4,2,0,0,0,0,0,20,True,0.1,905.0
20,0,5,True,True,280,4,3,0,0,0,0,0,20,True,0.1,1452.0
20,0,5,True,True,280,4,4,0,0,0,0,0,20,True,0.1,528.0
20,0,5,True,True,280,4,5,0,0,0,0,0,20,True,0.1,203.0
20,0,5,True,True,280,4,6,0,0,0,0,0,20,True,0.1,187.0
20,0,5,True,True,280,4,7,0,0,0,0,0,20,True,0.1,265.0
20,0,5,True,True,280,4,8,0,0,0,0,0,20,True,0.1,253.0
20,0,5,True,True,280,4,9,0,0,0,0,0,20,True,0.1,218.0
20,0,5,True,True,280,4,10,0,0,0,0,0,20,True,0.1,161.0
20,0,5,True,True,280,5,1,0,0,0,0,0,20,True,0.1,137.0
20,0,5,True,True,280,5,2,0,0,0,0,0,20,True,0.1,2195.0
20,0,5,True,True,280,5,3,0,0,0,0,0,20,True,0.1,3799.0
20,0,5,True,True,280,5,4,0,0,0,0,0,20,True,0.1,1397.0
20,0,5,True,True,280,5,5,0,0,0,0,0,20,True,0.1,1248.0
20,0,5,True,True,280,5,6,0,0,0,0,0,20,True,0.1,913.0
20,0,5,True,True,280,5,7,0,0,0,0,0,20,True,0.1,471.0
20,0,5,True,True,280,5,8,0,0,0,0,0,20,True,0.1,497.0
20,0,5,True,True,280,5,9,0,0,0,0,0,20,True,0.1,461.0
20,0,5,True,True,280,5,10,0,0,0,0,0,20,True,0.1,369.0
20,0,5,True,True,280,6,1,0,0,0,0,0,20,True,0.1,26.0
20,0,5,True,True,280,6,2,0,0,0,0,0,20,True,0.1,322.0
20,0,5,True,True,280,6,3,0,0,0,0,0,20,True,0.1,781.0
20,0,5,True,True,280,6,4,0,0,0,0,0,20,True,0.1,1370.0
20,0,5,True,True,280,6,5,0,0,0,0,0,20,True,0.1,2426.0
20,0,5,True,True,280,6,6,0,0,0,0,0,20,True,0.1,1528.0
20,0,5,True,True,280,6,7,0,0,0,0,0,20,True,0.1,1260.0
20,0,5,True,True,280,6,8,0,0,0,0,0,20,True,0.1,846.0
20,0,5,True,True,280,6,9,0,0,0,0,0,20,True,0.1,729.0
20,0,5,True,True,280,6,10,0,0,0,0,0,20,True,0.1,558.0
20,0,5,True,True,280,7,1,0,0,0,0,0,20,True,0.1,52.0
20,0,5,True,True,280,7,2,0,0,0,0,0,20,True,0.1,51.0
20,0,5,True,True,280,7,3,0,0,0,0,0,20,True,0.1,56.0
20,0,5,True,True,280,7,4,0,0,0,0,0,20,True,0.1,59.0
20,0,5,True,True,280,7,5,0,0,0,0,0,20,True,0.1,59.0
20,0,5,True,True,280,7,6,0,0,0,0,0,20,True,0.1,59.0
20,0,5,True,True,280,7,7,0,0,0,0,0,20,True,0.1,63.0
20,0,5,True,True,280,7,8,0,0,0,0,0,20,True,0.1,72.0
20,0,5,True,True,280,7,9,0,0,0,0,0,20,True,0.1,75.0
20,0,5,True,True,280,7,10,0,0,0,0,0,20,True,0.1,391.0
20,0,5,True,True,280,8,1,0,0,0,0,0,20,True,0.1,49.0
20,0,5,True,True,280,8,2,0,0,0,0,0,20,True,0.1,56.0
20,0,5,True,True,280,8,3,0,0,0,0,0,20,True,0.1,53.0
20,0,5,True,True,280,8,4,0,0,0,0,0,20,True,0.1,50.0
20,0,5,True,True,280,8,5,0,0,0,0,0,20,True,0.1,57.0
20,0,5,True,True,280,8,6,0,0,0,0,0,20,True,0.1,53.0
20,0,5,True,True,280,8,7,0,0,0,0,0,20,True,0.1,58.0
20,0,5,True,True,280,8,8,0,0,0,0,0,20,True,0.1,52.0
20,0,5,True,True,280,8,9,0,0,0,0,0,20,True,0.1,57.0
20,0,5,True,True,280,8,10,0,0,0,0,0,20,True,0.1,61.0
20,0,5,True,True,280,9,1,0,0,0,0,0,20,True,0.1,53.0
20,0,5,True,True,280,9,2,0,0,0,0,0,20,True,0.1,47.0
20,0,5,True,True,280,9,3,0,0,0,0,0,20,True,0.1,48.0
20,0,5,True,True,280,9,4,0,0,0,0,0,20,True,0.1,53.0
20,0,5,True,True,280,9,5,0,0,0,0,0,20,True,0.1,49.0
20,0,5,True,True,280,9,6,0,0,0,0,0,20,True,0.1,58.0
20,0,5,True,True,280,9,7,0,0,0,0,0,20,True,0.1,53.0
20,0,5,True,True,280,9,8,0,0,0,0,0,20,True,0.1,56.0
20,0,5,True,True,280,9,9,0,0,0,0,0,20,True,0.1,56.0
20,0,5,True,True,280,9,10,0,0,0,0,0,20,True,0.1,52.0
20,0,5,True,True,280,10,1,0,0,0,0,0,20,True,0.1,51.0
20,0,5,True,True,280,10,2,0,0,0,0,0,20,True,0.1,53.0
20,0,5,True,True,280,10,3,0,0,0,0,0,20,True,0.1,53.0
20,0,5,True,True,280,10,4,0,0,0,0,0,20,True,0.1,52.0
20,0,5,True,True,280,10,5,0,0,0,0,0,20,True,0.1,55.0
20,0,5,True,True,280,10,6,0,0,0,0,0,20,True,0.1,56.0
20,0,5,True,True,280,10,7,0,0,0,0,0,20,True,0.1,53.0
20,0,5,True,True,280,10,8,0,0,0,0,0,20,True,0.1,54.0
20,0,5,True,True,280,10,9,0,0,0,0,0,20,True,0.1,55.0
20,0,5,True,True,280,10,10,0,0,0,0,0,20,True,0.1,55.0
