,dimensions,rock_chance,grass_grow_back,owls_target_slow_mice,rand_catch,in_medias_res,m_number,m_die_of_hunger,m_preg_time,m_max_age,o_number,o_die_of_hunger,o_preg_time,o_max_age,rand_variance_trait,speed,ticks,sim ver,avg_speed_mouse,avg_speed_owl,non_NA_count_mice,non_NA_count_owls,repetitions,non_NA_fraction_mice,non_NA_fraction_owls,harmonic_mean
851,10,0,5,True,True,True,50,8,2,0,10,7,5,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
342,10,0,5,True,True,True,50,5,2,0,10,5,3,0,4,True,500,1,90.0,,1,0,1,1.0,0.0,0.0
506,10,0,5,True,True,True,50,6,2,0,10,5,3,0,10,True,1000,1,77.0,,1,0,1,1.0,0.0,0.0
495,10,0,5,True,True,True,50,6,2,0,10,5,2,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
496,10,0,5,True,True,True,50,6,2,0,10,5,3,0,1,True,500,1,51.0,,1,0,1,1.0,0.0,0.0
497,10,0,5,True,True,True,50,6,2,0,10,5,3,0,2,True,500,1,74.0,,1,0,1,1.0,0.0,0.0
498,10,0,5,True,True,True,50,6,2,0,10,5,3,0,3,True,500,1,51.0,,1,0,1,1.0,0.0,0.0
499,10,0,5,True,True,True,50,6,2,0,10,5,3,0,4,True,500,1,41.0,,1,0,1,1.0,0.0,0.0
500,10,0,5,True,True,True,50,6,2,0,10,5,3,0,5,True,500,1,84.0,,1,0,1,1.0,0.0,0.0
501,10,0,5,True,True,True,50,6,2,0,10,5,3,0,6,True,500,1,83.0,,1,0,1,1.0,0.0,0.0
502,10,0,5,True,True,True,50,6,2,0,10,5,3,0,7,True,500,1,54.0,,1,0,1,1.0,0.0,0.0
503,10,0,5,True,True,True,50,6,2,0,10,5,3,0,8,True,500,1,63.0,,1,0,1,1.0,0.0,0.0
504,10,0,5,True,True,True,50,6,2,0,10,5,3,0,9,True,500,1,55.0,,1,0,1,1.0,0.0,0.0
505,10,0,5,True,True,True,50,6,2,0,10,5,3,0,10,True,500,1,57.0,,1,0,1,1.0,0.0,0.0
507,10,0,5,True,True,True,50,6,2,0,10,5,4,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
533,10,0,5,True,True,True,50,6,3,0,10,4,2,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
508,10,0,5,True,True,True,50,6,2,0,10,5,5,0,10,True,1000,1,98.0,,1,0,1,1.0,0.0,0.0
509,10,0,5,True,True,True,50,6,2,0,10,6,2,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
511,10,0,5,True,True,True,50,6,2,0,10,6,4,0,10,True,1000,1,44.0,,1,0,1,1.0,0.0,0.0
512,10,0,5,True,True,True,50,6,2,0,10,6,5,0,10,True,1000,1,66.0,,1,0,1,1.0,0.0,0.0
514,10,0,5,True,True,True,50,6,2,0,10,7,3,0,10,True,1000,1,90.0,,1,0,1,1.0,0.0,0.0
515,10,0,5,True,True,True,50,6,2,0,10,7,4,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
516,10,0,5,True,True,True,50,6,2,0,10,7,5,0,10,True,1000,1,82.0,,1,0,1,1.0,0.0,0.0
519,10,0,5,True,True,True,50,6,2,0,10,8,4,0,10,True,1000,1,87.0,,1,0,1,1.0,0.0,0.0
526,10,0,5,True,True,True,50,6,2,0,10,10,3,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
527,10,0,5,True,True,True,50,6,2,0,10,10,4,0,10,True,1000,1,33.0,,1,0,1,1.0,0.0,0.0
531,10,0,5,True,True,True,50,6,3,0,10,3,4,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
492,10,0,5,True,True,True,50,6,2,0,10,4,3,0,10,True,1000,1,43.0,,1,0,1,1.0,0.0,0.0
491,10,0,5,True,True,True,50,6,2,0,10,4,2,0,10,True,1000,1,78.0,,1,0,1,1.0,0.0,0.0
490,10,0,5,True,True,True,50,6,2,0,10,3,5,0,10,True,1000,1,103.0,,1,0,1,1.0,0.0,0.0
488,10,0,5,True,True,True,50,6,2,0,10,3,3,0,10,True,1000,1,38.0,,1,0,1,1.0,0.0,0.0
462,10,0,5,True,True,True,50,5,5,0,10,5,3,0,9,True,500,1,59.0,,1,0,1,1.0,0.0,0.0
463,10,0,5,True,True,True,50,5,5,0,10,5,3,0,10,True,500,1,76.0,,1,0,1,1.0,0.0,0.0
464,10,0,5,True,True,True,50,5,5,0,10,5,3,0,10,True,1000,1,45.0,,1,0,1,1.0,0.0,0.0
465,10,0,5,True,True,True,50,5,5,0,10,5,4,0,10,True,1000,1,67.0,,1,0,1,1.0,0.0,0.0
466,10,0,5,True,True,True,50,5,5,0,10,5,5,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
467,10,0,5,True,True,True,50,5,5,0,10,6,2,0,10,True,1000,1,19.0,,1,0,1,1.0,0.0,0.0
468,10,0,5,True,True,True,50,5,5,0,10,6,3,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
469,10,0,5,True,True,True,50,5,5,0,10,6,4,0,10,True,1000,1,38.0,,1,0,1,1.0,0.0,0.0
470,10,0,5,True,True,True,50,5,5,0,10,6,5,0,10,True,1000,1,33.0,,1,0,1,1.0,0.0,0.0
471,10,0,5,True,True,True,50,5,5,0,10,7,2,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
472,10,0,5,True,True,True,50,5,5,0,10,7,3,0,10,True,1000,1,66.0,,1,0,1,1.0,0.0,0.0
221,10,0,5,True,True,True,50,4,3,0,10,5,3,0,9,True,500,1,85.0,,1,0,1,1.0,0.0,0.0
474,10,0,5,True,True,True,50,5,5,0,10,7,5,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
475,10,0,5,True,True,True,50,5,5,0,10,8,2,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
476,10,0,5,True,True,True,50,5,5,0,10,8,3,0,10,True,1000,1,88.0,,1,0,1,1.0,0.0,0.0
477,10,0,5,True,True,True,50,5,5,0,10,8,4,0,10,True,1000,1,23.0,,1,0,1,1.0,0.0,0.0
217,10,0,5,True,True,True,50,4,3,0,10,5,3,0,5,True,500,1,47.0,,1,0,1,1.0,0.0,0.0
480,10,0,5,True,True,True,50,5,5,0,10,9,3,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
481,10,0,5,True,True,True,50,5,5,0,10,9,4,0,10,True,1000,1,34.0,,1,0,1,1.0,0.0,0.0
482,10,0,5,True,True,True,50,5,5,0,10,9,5,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
483,10,0,5,True,True,True,50,5,5,0,10,10,2,0,10,True,1000,1,42.0,,1,0,1,1.0,0.0,0.0
485,10,0,5,True,True,True,50,5,5,0,10,10,4,0,10,True,1000,1,77.0,,1,0,1,1.0,0.0,0.0
486,10,0,5,True,True,True,50,5,5,0,10,10,5,0,10,True,1000,1,65.0,,1,0,1,1.0,0.0,0.0
532,10,0,5,True,True,True,50,6,3,0,10,3,5,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
534,10,0,5,True,True,True,50,6,3,0,10,4,3,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
460,10,0,5,True,True,True,50,5,5,0,10,5,3,0,7,True,500,1,51.0,,1,0,1,1.0,0.0,0.0
588,10,0,5,True,True,True,50,6,4,0,10,5,3,0,9,True,500,1,73.0,,1,0,1,1.0,0.0,0.0
576,10,0,5,True,True,True,50,6,4,0,10,4,3,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
577,10,0,5,True,True,True,50,6,4,0,10,4,4,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
578,10,0,5,True,True,True,50,6,4,0,10,4,5,0,10,True,1000,1,102.0,,1,0,1,1.0,0.0,0.0
580,10,0,5,True,True,True,50,6,4,0,10,5,3,0,1,True,500,1,85.0,,1,0,1,1.0,0.0,0.0
581,10,0,5,True,True,True,50,6,4,0,10,5,3,0,2,True,500,1,81.0,,1,0,1,1.0,0.0,0.0
582,10,0,5,True,True,True,50,6,4,0,10,5,3,0,3,True,500,1,47.0,,1,0,1,1.0,0.0,0.0
583,10,0,5,True,True,True,50,6,4,0,10,5,3,0,4,True,500,1,62.0,,1,0,1,1.0,0.0,0.0
584,10,0,5,True,True,True,50,6,4,0,10,5,3,0,5,True,500,1,84.0,,1,0,1,1.0,0.0,0.0
585,10,0,5,True,True,True,50,6,4,0,10,5,3,0,6,True,500,1,41.0,,1,0,1,1.0,0.0,0.0
586,10,0,5,True,True,True,50,6,4,0,10,5,3,0,7,True,500,1,26.0,,1,0,1,1.0,0.0,0.0
587,10,0,5,True,True,True,50,6,4,0,10,5,3,0,8,True,500,1,68.0,,1,0,1,1.0,0.0,0.0
589,10,0,5,True,True,True,50,6,4,0,10,5,3,0,10,True,500,1,76.0,,1,0,1,1.0,0.0,0.0
535,10,0,5,True,True,True,50,6,3,0,10,4,4,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
590,10,0,5,True,True,True,50,6,4,0,10,5,3,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
591,10,0,5,True,True,True,50,6,4,0,10,5,4,0,10,True,1000,1,80.0,,1,0,1,1.0,0.0,0.0
592,10,0,5,True,True,True,50,6,4,0,10,5,5,0,10,True,1000,1,88.0,,1,0,1,1.0,0.0,0.0
593,10,0,5,True,True,True,50,6,4,0,10,6,2,0,10,True,1000,1,44.0,,1,0,1,1.0,0.0,0.0
594,10,0,5,True,True,True,50,6,4,0,10,6,3,0,10,True,1000,1,83.0,,1,0,1,1.0,0.0,0.0
595,10,0,5,True,True,True,50,6,4,0,10,6,4,0,10,True,1000,1,89.0,,1,0,1,1.0,0.0,0.0
597,10,0,5,True,True,True,50,6,4,0,10,7,2,0,10,True,1000,1,89.0,,1,0,1,1.0,0.0,0.0
599,10,0,5,True,True,True,50,6,4,0,10,7,4,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
600,10,0,5,True,True,True,50,6,4,0,10,7,5,0,10,True,1000,1,46.0,,1,0,1,1.0,0.0,0.0
601,10,0,5,True,True,True,50,6,4,0,10,8,2,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
602,10,0,5,True,True,True,50,6,4,0,10,8,3,0,10,True,1000,1,44.0,,1,0,1,1.0,0.0,0.0
575,10,0,5,True,True,True,50,6,4,0,10,4,2,0,10,True,1000,1,34.0,,1,0,1,1.0,0.0,0.0
574,10,0,5,True,True,True,50,6,4,0,10,3,5,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
573,10,0,5,True,True,True,50,6,4,0,10,3,4,0,10,True,1000,1,91.0,,1,0,1,1.0,0.0,0.0
572,10,0,5,True,True,True,50,6,4,0,10,3,3,0,10,True,1000,1,77.0,,1,0,1,1.0,0.0,0.0
537,10,0,5,True,True,True,50,6,3,0,10,5,2,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
538,10,0,5,True,True,True,50,6,3,0,10,5,3,0,1,True,500,1,67.0,,1,0,1,1.0,0.0,0.0
540,10,0,5,True,True,True,50,6,3,0,10,5,3,0,3,True,500,1,76.0,,1,0,1,1.0,0.0,0.0
541,10,0,5,True,True,True,50,6,3,0,10,5,3,0,4,True,500,1,69.0,,1,0,1,1.0,0.0,0.0
542,10,0,5,True,True,True,50,6,3,0,10,5,3,0,5,True,500,1,76.0,,1,0,1,1.0,0.0,0.0
543,10,0,5,True,True,True,50,6,3,0,10,5,3,0,6,True,500,1,74.0,,1,0,1,1.0,0.0,0.0
544,10,0,5,True,True,True,50,6,3,0,10,5,3,0,7,True,500,1,48.0,,1,0,1,1.0,0.0,0.0
546,10,0,5,True,True,True,50,6,3,0,10,5,3,0,9,True,500,1,89.0,,1,0,1,1.0,0.0,0.0
547,10,0,5,True,True,True,50,6,3,0,10,5,3,0,10,True,500,1,73.0,,1,0,1,1.0,0.0,0.0
548,10,0,5,True,True,True,50,6,3,0,10,5,3,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
549,10,0,5,True,True,True,50,6,3,0,10,5,4,0,10,True,1000,1,44.0,,1,0,1,1.0,0.0,0.0
551,10,0,5,True,True,True,50,6,3,0,10,6,2,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
552,10,0,5,True,True,True,50,6,3,0,10,6,3,0,10,True,1000,1,47.0,,1,0,1,1.0,0.0,0.0
553,10,0,5,True,True,True,50,6,3,0,10,6,4,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
555,10,0,5,True,True,True,50,6,3,0,10,7,2,0,10,True,1000,1,24.0,,1,0,1,1.0,0.0,0.0
556,10,0,5,True,True,True,50,6,3,0,10,7,3,0,10,True,1000,1,84.0,,1,0,1,1.0,0.0,0.0
557,10,0,5,True,True,True,50,6,3,0,10,7,4,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
559,10,0,5,True,True,True,50,6,3,0,10,8,2,0,10,True,1000,1,21.0,,1,0,1,1.0,0.0,0.0
564,10,0,5,True,True,True,50,6,3,0,10,9,3,0,10,True,1000,1,28.0,,1,0,1,1.0,0.0,0.0
565,10,0,5,True,True,True,50,6,3,0,10,9,4,0,10,True,1000,1,74.0,,1,0,1,1.0,0.0,0.0
566,10,0,5,True,True,True,50,6,3,0,10,9,5,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
569,10,0,5,True,True,True,50,6,3,0,10,10,4,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
571,10,0,5,True,True,True,50,6,4,0,10,3,2,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
461,10,0,5,True,True,True,50,5,5,0,10,5,3,0,8,True,500,1,59.0,,1,0,1,1.0,0.0,0.0
459,10,0,5,True,True,True,50,5,5,0,10,5,3,0,6,True,500,1,57.0,,1,0,1,1.0,0.0,0.0
850,10,0,5,True,True,True,50,8,2,0,10,7,4,0,10,True,1000,1,89.0,,1,0,1,1.0,0.0,0.0
387,10,0,5,True,True,True,50,5,3,0,10,5,3,0,8,True,500,1,83.0,,1,0,1,1.0,0.0,0.0
376,10,0,5,True,True,True,50,5,3,0,10,4,3,0,10,True,1000,1,46.0,,1,0,1,1.0,0.0,0.0
322,10,0,5,True,True,True,50,4,5,0,10,9,2,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
320,10,0,5,True,True,True,50,4,5,0,10,8,4,0,10,True,1000,1,100.0,,1,0,1,1.0,0.0,0.0
318,10,0,5,True,True,True,50,4,5,0,10,8,2,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
380,10,0,5,True,True,True,50,5,3,0,10,5,3,0,1,True,500,1,39.0,,1,0,1,1.0,0.0,0.0
381,10,0,5,True,True,True,50,5,3,0,10,5,3,0,2,True,500,1,78.0,,1,0,1,1.0,0.0,0.0
312,10,0,5,True,True,True,50,4,5,0,10,6,4,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
383,10,0,5,True,True,True,50,5,3,0,10,5,3,0,4,True,500,1,46.0,,1,0,1,1.0,0.0,0.0
306,10,0,5,True,True,True,50,4,5,0,10,5,3,0,10,True,500,1,96.0,,1,0,1,1.0,0.0,0.0
305,10,0,5,True,True,True,50,4,5,0,10,5,3,0,9,True,500,1,42.0,,1,0,1,1.0,0.0,0.0
386,10,0,5,True,True,True,50,5,3,0,10,5,3,0,7,True,500,1,48.0,,1,0,1,1.0,0.0,0.0
388,10,0,5,True,True,True,50,5,3,0,10,5,3,0,9,True,500,1,46.0,,1,0,1,1.0,0.0,0.0
401,10,0,5,True,True,True,50,5,3,0,10,8,2,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
389,10,0,5,True,True,True,50,5,3,0,10,5,3,0,10,True,500,1,80.0,,1,0,1,1.0,0.0,0.0
300,10,0,5,True,True,True,50,4,5,0,10,5,3,0,4,True,500,1,94.0,,1,0,1,1.0,0.0,0.0
391,10,0,5,True,True,True,50,5,3,0,10,5,4,0,10,True,1000,1,65.0,,1,0,1,1.0,0.0,0.0
298,10,0,5,True,True,True,50,4,5,0,10,5,3,0,2,True,500,1,5.0,,1,0,1,1.0,0.0,0.0
393,10,0,5,True,True,True,50,5,3,0,10,6,2,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
394,10,0,5,True,True,True,50,5,3,0,10,6,3,0,10,True,1000,1,51.0,,1,0,1,1.0,0.0,0.0
295,10,0,5,True,True,True,50,4,5,0,10,4,5,0,10,True,1000,1,24.0,,1,0,1,1.0,0.0,0.0
293,10,0,5,True,True,True,50,4,5,0,10,4,3,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
397,10,0,5,True,True,True,50,5,3,0,10,7,2,0,10,True,1000,1,25.0,,1,0,1,1.0,0.0,0.0
398,10,0,5,True,True,True,50,5,3,0,10,7,3,0,10,True,1000,1,41.0,,1,0,1,1.0,0.0,0.0
263,10,0,5,True,True,True,50,4,4,0,10,5,3,0,9,True,500,1,85.0,,1,0,1,1.0,0.0,0.0
375,10,0,5,True,True,True,50,5,3,0,10,4,2,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
374,10,0,5,True,True,True,50,5,3,0,10,3,5,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
373,10,0,5,True,True,True,50,5,3,0,10,3,4,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
372,10,0,5,True,True,True,50,5,3,0,10,3,3,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
341,10,0,5,True,True,True,50,5,2,0,10,5,3,0,3,True,500,1,63.0,,1,0,1,1.0,0.0,0.0
340,10,0,5,True,True,True,50,5,2,0,10,5,3,0,2,True,500,1,87.0,,1,0,1,1.0,0.0,0.0
337,10,0,5,True,True,True,50,5,2,0,10,4,5,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
351,10,0,5,True,True,True,50,5,2,0,10,5,5,0,10,True,1000,1,65.0,,1,0,1,1.0,0.0,0.0
352,10,0,5,True,True,True,50,5,2,0,10,6,2,0,10,True,1000,1,95.0,,1,0,1,1.0,0.0,0.0
353,10,0,5,True,True,True,50,5,2,0,10,6,3,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
354,10,0,5,True,True,True,50,5,2,0,10,6,4,0,10,True,1000,1,88.0,,1,0,1,1.0,0.0,0.0
333,10,0,5,True,True,True,50,5,2,0,10,3,5,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
356,10,0,5,True,True,True,50,5,2,0,10,7,2,0,10,True,1000,1,136.0,,1,0,1,1.0,0.0,0.0
357,10,0,5,True,True,True,50,5,2,0,10,7,3,0,10,True,1000,1,85.0,,1,0,1,1.0,0.0,0.0
358,10,0,5,True,True,True,50,5,2,0,10,7,4,0,10,True,1000,1,73.0,,1,0,1,1.0,0.0,0.0
360,10,0,5,True,True,True,50,5,2,0,10,8,2,0,10,True,1000,1,51.0,,1,0,1,1.0,0.0,0.0
361,10,0,5,True,True,True,50,5,2,0,10,8,3,0,10,True,1000,1,85.0,,1,0,1,1.0,0.0,0.0
362,10,0,5,True,True,True,50,5,2,0,10,8,4,0,10,True,1000,1,73.0,,1,0,1,1.0,0.0,0.0
363,10,0,5,True,True,True,50,5,2,0,10,8,5,0,10,True,1000,1,81.0,,1,0,1,1.0,0.0,0.0
364,10,0,5,True,True,True,50,5,2,0,10,9,2,0,10,True,1000,1,36.0,,1,0,1,1.0,0.0,0.0
365,10,0,5,True,True,True,50,5,2,0,10,9,3,0,10,True,1000,1,93.0,,1,0,1,1.0,0.0,0.0
332,10,0,5,True,True,True,50,5,2,0,10,3,4,0,10,True,1000,1,43.0,,1,0,1,1.0,0.0,0.0
367,10,0,5,True,True,True,50,5,2,0,10,10,2,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
330,10,0,5,True,True,True,50,5,2,0,10,3,2,0,10,True,1000,1,77.0,,1,0,1,1.0,0.0,0.0
369,10,0,5,True,True,True,50,5,2,0,10,10,4,0,10,True,1000,1,97.0,,1,0,1,1.0,0.0,0.0
323,10,0,5,True,True,True,50,4,5,0,10,9,3,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
371,10,0,5,True,True,True,50,5,3,0,10,3,2,0,10,True,1000,1,45.0,,1,0,1,1.0,0.0,0.0
400,10,0,5,True,True,True,50,5,3,0,10,7,5,0,10,True,1000,1,61.0,,1,0,1,1.0,0.0,0.0
402,10,0,5,True,True,True,50,5,3,0,10,8,3,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
458,10,0,5,True,True,True,50,5,5,0,10,5,3,0,5,True,500,1,58.0,,1,0,1,1.0,0.0,0.0
444,10,0,5,True,True,True,50,5,4,0,10,10,3,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
432,10,0,5,True,True,True,50,5,4,0,10,6,5,0,10,True,1000,1,36.0,,1,0,1,1.0,0.0,0.0
433,10,0,5,True,True,True,50,5,4,0,10,7,2,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
434,10,0,5,True,True,True,50,5,4,0,10,7,3,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
435,10,0,5,True,True,True,50,5,4,0,10,7,4,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
436,10,0,5,True,True,True,50,5,4,0,10,7,5,0,10,True,1000,1,38.0,,1,0,1,1.0,0.0,0.0
437,10,0,5,True,True,True,50,5,4,0,10,8,2,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
438,10,0,5,True,True,True,50,5,4,0,10,8,3,0,10,True,1000,1,38.0,,1,0,1,1.0,0.0,0.0
439,10,0,5,True,True,True,50,5,4,0,10,8,5,0,10,True,1000,1,80.0,,1,0,1,1.0,0.0,0.0
440,10,0,5,True,True,True,50,5,4,0,10,9,2,0,10,True,1000,1,65.0,,1,0,1,1.0,0.0,0.0
442,10,0,5,True,True,True,50,5,4,0,10,9,4,0,10,True,1000,1,56.0,,1,0,1,1.0,0.0,0.0
443,10,0,5,True,True,True,50,5,4,0,10,10,2,0,10,True,1000,1,46.0,,1,0,1,1.0,0.0,0.0
446,10,0,5,True,True,True,50,5,5,0,10,3,2,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
260,10,0,5,True,True,True,50,4,4,0,10,5,3,0,6,True,500,1,17.0,,1,0,1,1.0,0.0,0.0
447,10,0,5,True,True,True,50,5,5,0,10,3,4,0,10,True,1000,1,29.0,,1,0,1,1.0,0.0,0.0
448,10,0,5,True,True,True,50,5,5,0,10,3,5,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
245,10,0,5,True,True,True,50,4,3,0,10,10,5,0,10,True,1000,1,76.0,,1,0,1,1.0,0.0,0.0
450,10,0,5,True,True,True,50,5,5,0,10,4,3,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
451,10,0,5,True,True,True,50,5,5,0,10,4,4,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
452,10,0,5,True,True,True,50,5,5,0,10,4,5,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
453,10,0,5,True,True,True,50,5,5,0,10,5,2,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
454,10,0,5,True,True,True,50,5,5,0,10,5,3,0,1,True,500,1,65.0,,1,0,1,1.0,0.0,0.0
455,10,0,5,True,True,True,50,5,5,0,10,5,3,0,2,True,500,1,36.0,,1,0,1,1.0,0.0,0.0
456,10,0,5,True,True,True,50,5,5,0,10,5,3,0,3,True,500,1,69.0,,1,0,1,1.0,0.0,0.0
457,10,0,5,True,True,True,50,5,5,0,10,5,3,0,4,True,500,1,63.0,,1,0,1,1.0,0.0,0.0
246,10,0,5,True,True,True,50,4,4,0,10,3,2,0,10,True,1000,1,77.0,,1,0,1,1.0,0.0,0.0
247,10,0,5,True,True,True,50,4,4,0,10,3,3,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
429,10,0,5,True,True,True,50,5,4,0,10,6,2,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
428,10,0,5,True,True,True,50,5,4,0,10,5,5,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
404,10,0,5,True,True,True,50,5,3,0,10,9,3,0,10,True,1000,1,73.0,,1,0,1,1.0,0.0,0.0
405,10,0,5,True,True,True,50,5,3,0,10,9,5,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
407,10,0,5,True,True,True,50,5,3,0,10,10,4,0,10,True,1000,1,35.0,,1,0,1,1.0,0.0,0.0
408,10,0,5,True,True,True,50,5,4,0,10,3,3,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
409,10,0,5,True,True,True,50,5,4,0,10,3,4,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
410,10,0,5,True,True,True,50,5,4,0,10,3,5,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
411,10,0,5,True,True,True,50,5,4,0,10,4,2,0,10,True,1000,1,51.0,,1,0,1,1.0,0.0,0.0
412,10,0,5,True,True,True,50,5,4,0,10,4,3,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
413,10,0,5,True,True,True,50,5,4,0,10,4,4,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
414,10,0,5,True,True,True,50,5,4,0,10,4,5,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
259,10,0,5,True,True,True,50,4,4,0,10,5,3,0,5,True,500,1,30.0,,1,0,1,1.0,0.0,0.0
416,10,0,5,True,True,True,50,5,4,0,10,5,3,0,1,True,500,1,50.0,,1,0,1,1.0,0.0,0.0
256,10,0,5,True,True,True,50,4,4,0,10,5,3,0,2,True,500,1,29.0,,1,0,1,1.0,0.0,0.0
253,10,0,5,True,True,True,50,4,4,0,10,4,5,0,10,True,1000,1,15.0,,1,0,1,1.0,0.0,0.0
419,10,0,5,True,True,True,50,5,4,0,10,5,3,0,4,True,500,1,53.0,,1,0,1,1.0,0.0,0.0
420,10,0,5,True,True,True,50,5,4,0,10,5,3,0,5,True,500,1,60.0,,1,0,1,1.0,0.0,0.0
248,10,0,5,True,True,True,50,4,4,0,10,3,4,0,10,True,1000,1,56.0,,1,0,1,1.0,0.0,0.0
422,10,0,5,True,True,True,50,5,4,0,10,5,3,0,7,True,500,1,37.0,,1,0,1,1.0,0.0,0.0
423,10,0,5,True,True,True,50,5,4,0,10,5,3,0,8,True,500,1,60.0,,1,0,1,1.0,0.0,0.0
424,10,0,5,True,True,True,50,5,4,0,10,5,3,0,9,True,500,1,62.0,,1,0,1,1.0,0.0,0.0
425,10,0,5,True,True,True,50,5,4,0,10,5,3,0,10,True,500,1,61.0,,1,0,1,1.0,0.0,0.0
426,10,0,5,True,True,True,50,5,4,0,10,5,3,0,10,True,1000,1,68.0,,1,0,1,1.0,0.0,0.0
427,10,0,5,True,True,True,50,5,4,0,10,5,4,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
603,10,0,5,True,True,True,50,6,4,0,10,8,4,0,10,True,1000,1,83.0,,1,0,1,1.0,0.0,0.0
608,10,0,5,True,True,True,50,6,4,0,10,9,5,0,10,True,1000,1,61.0,,1,0,1,1.0,0.0,0.0
610,10,0,5,True,True,True,50,6,4,0,10,10,3,0,10,True,1000,1,83.0,,1,0,1,1.0,0.0,0.0
116,10,0,5,True,True,True,50,3,4,0,10,8,5,0,10,True,1000,1,66.0,,1,0,1,1.0,0.0,0.0
