,dimensions,rock_chance,grass_grow_back,owls_target_slow_mice,rand_catch,in_medias_res,m_number,m_die_of_hunger,m_preg_time,m_max_age,o_number,o_die_of_hunger,o_preg_time,o_max_age,rand_variance_trait,speed,ticks,sim ver,avg_speed_mouse,avg_speed_owl,non_NA_count_mice,non_NA_count_owls,repetitions,non_NA_fraction_mice,non_NA_fraction_owls,harmonic_mean
24,10,0,5,True,True,True,50,3,2,0,10,6,4,0,10,True,1000,1,129.0,62.0,2,1,2,1.0,0.5,0.6666666666666666
23,10,0,5,True,True,True,50,3,2,0,10,6,3,0,10,True,1000,1,81.0,91.0,2,1,2,1.0,0.5,0.6666666666666666
28,10,0,5,True,True,True,50,3,2,0,10,7,4,0,10,True,1000,1,110.0,55.0,2,1,2,1.0,0.5,0.6666666666666666
0,10,0,5,True,True,True,50,3,2,0,10,3,2,0,10,True,1000,1,86.4,100.0,5,1,5,1.0,0.2,0.33333333333333337
343,10,0,5,True,True,True,50,5,2,0,10,5,3,0,5,True,500,1,75.0,,1,0,1,1.0,0.0,0.0
93,10,0,5,True,True,True,50,3,4,0,10,5,3,0,1,True,500,1,66.0,,1,0,1,1.0,0.0,0.0
1001,10,0,5,True,True,True,50,9,2,0,10,5,3,0,3,True,500,1,60.0,,1,0,1,1.0,0.0,0.0
105,10,0,5,True,True,True,50,3,4,0,10,6,2,0,10,True,1000,1,88.0,,1,0,1,1.0,0.0,0.0
104,10,0,5,True,True,True,50,3,4,0,10,5,5,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
103,10,0,5,True,True,True,50,3,4,0,10,5,4,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
101,10,0,5,True,True,True,50,3,4,0,10,5,3,0,9,True,500,1,37.0,,1,0,1,1.0,0.0,0.0
100,10,0,5,True,True,True,50,3,4,0,10,5,3,0,8,True,500,1,55.0,,1,0,1,1.0,0.0,0.0
98,10,0,5,True,True,True,50,3,4,0,10,5,3,0,6,True,500,1,70.0,,1,0,1,1.0,0.0,0.0
96,10,0,5,True,True,True,50,3,4,0,10,5,3,0,4,True,500,1,66.0,,1,0,1,1.0,0.0,0.0
95,10,0,5,True,True,True,50,3,4,0,10,5,3,0,3,True,500,1,47.0,,1,0,1,1.0,0.0,0.0
1010,10,0,5,True,True,True,50,9,2,0,10,5,4,0,10,True,1000,1,177.0,,1,0,1,1.0,0.0,0.0
94,10,0,5,True,True,True,50,3,4,0,10,5,3,0,2,True,500,1,55.0,,1,0,1,1.0,0.0,0.0
1013,10,0,5,True,True,True,50,9,2,0,10,6,3,0,10,True,1000,1,40.0,,1,0,1,1.0,0.0,0.0
86,10,0,5,True,True,True,50,3,4,0,10,3,4,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
92,10,0,5,True,True,True,50,3,4,0,10,5,2,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
1015,10,0,5,True,True,True,50,9,2,0,10,6,5,0,10,True,1000,1,80.0,,1,0,1,1.0,0.0,0.0
1016,10,0,5,True,True,True,50,9,2,0,10,7,2,0,10,True,1000,1,121.0,,1,0,1,1.0,0.0,0.0
91,10,0,5,True,True,True,50,3,4,0,10,4,5,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
90,10,0,5,True,True,True,50,3,4,0,10,4,4,0,10,True,1000,1,42.0,,1,0,1,1.0,0.0,0.0
1019,10,0,5,True,True,True,50,9,2,0,10,7,5,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
1020,10,0,5,True,True,True,50,9,2,0,10,8,2,0,10,True,1000,1,95.0,,1,0,1,1.0,0.0,0.0
1021,10,0,5,True,True,True,50,9,2,0,10,8,3,0,10,True,1000,1,77.0,,1,0,1,1.0,0.0,0.0
89,10,0,5,True,True,True,50,3,4,0,10,4,3,0,10,True,1000,1,116.0,,1,0,1,1.0,0.0,0.0
88,10,0,5,True,True,True,50,3,4,0,10,4,2,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
1026,10,0,5,True,True,True,50,9,2,0,10,9,4,0,10,True,1000,1,175.0,,1,0,1,1.0,0.0,0.0
106,10,0,5,True,True,True,50,3,4,0,10,6,3,0,10,True,1000,1,38.0,,1,0,1,1.0,0.0,0.0
107,10,0,5,True,True,True,50,3,4,0,10,6,4,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
108,10,0,5,True,True,True,50,3,4,0,10,6,5,0,10,True,1000,1,45.0,,1,0,1,1.0,0.0,0.0
110,10,0,5,True,True,True,50,3,4,0,10,7,3,0,10,True,1000,1,35.0,,1,0,1,1.0,0.0,0.0
970,10,0,5,True,True,True,50,8,5,0,10,6,2,0,10,True,1000,1,103.0,,1,0,1,1.0,0.0,0.0
971,10,0,5,True,True,True,50,8,5,0,10,6,3,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
972,10,0,5,True,True,True,50,8,5,0,10,6,4,0,10,True,1000,1,119.0,,1,0,1,1.0,0.0,0.0
973,10,0,5,True,True,True,50,8,5,0,10,6,5,0,10,True,1000,1,89.0,,1,0,1,1.0,0.0,0.0
974,10,0,5,True,True,True,50,8,5,0,10,7,2,0,10,True,1000,1,73.0,,1,0,1,1.0,0.0,0.0
975,10,0,5,True,True,True,50,8,5,0,10,7,3,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
976,10,0,5,True,True,True,50,8,5,0,10,7,4,0,10,True,1000,1,107.0,,1,0,1,1.0,0.0,0.0
977,10,0,5,True,True,True,50,8,5,0,10,7,5,0,10,True,1000,1,119.0,,1,0,1,1.0,0.0,0.0
978,10,0,5,True,True,True,50,8,5,0,10,8,2,0,10,True,1000,1,27.0,,1,0,1,1.0,0.0,0.0
980,10,0,5,True,True,True,50,8,5,0,10,8,4,0,10,True,1000,1,91.0,,1,0,1,1.0,0.0,0.0
981,10,0,5,True,True,True,50,8,5,0,10,8,5,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
983,10,0,5,True,True,True,50,8,5,0,10,9,3,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
984,10,0,5,True,True,True,50,8,5,0,10,9,4,0,10,True,1000,1,40.0,,1,0,1,1.0,0.0,0.0
987,10,0,5,True,True,True,50,8,5,0,10,10,3,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
988,10,0,5,True,True,True,50,8,5,0,10,10,4,0,10,True,1000,1,44.0,,1,0,1,1.0,0.0,0.0
989,10,0,5,True,True,True,50,8,5,0,10,10,5,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
990,10,0,5,True,True,True,50,9,2,0,10,3,2,0,10,True,1000,1,65.0,,1,0,1,1.0,0.0,0.0
991,10,0,5,True,True,True,50,9,2,0,10,3,3,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
992,10,0,5,True,True,True,50,9,2,0,10,3,4,0,10,True,1000,1,130.0,,1,0,1,1.0,0.0,0.0
993,10,0,5,True,True,True,50,9,2,0,10,3,5,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
994,10,0,5,True,True,True,50,9,2,0,10,4,2,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
995,10,0,5,True,True,True,50,9,2,0,10,4,3,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
111,10,0,5,True,True,True,50,3,4,0,10,7,4,0,10,True,1000,1,71.0,,1,0,1,1.0,0.0,0.0
87,10,0,5,True,True,True,50,3,4,0,10,3,5,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
1030,10,0,5,True,True,True,50,9,2,0,10,10,4,0,10,True,1000,1,41.0,,1,0,1,1.0,0.0,0.0
968,10,0,5,True,True,True,50,8,5,0,10,5,4,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
50,10,0,5,True,True,True,50,3,3,0,10,5,2,0,10,True,1000,1,78.0,,2,0,2,1.0,0.0,0.0
1060,10,0,5,True,True,True,50,9,3,0,10,9,3,0,10,True,1000,1,68.0,,1,0,1,1.0,0.0,0.0
1061,10,0,5,True,True,True,50,9,3,0,10,9,4,0,10,True,1000,1,66.0,,1,0,1,1.0,0.0,0.0
1062,10,0,5,True,True,True,50,9,3,0,10,9,5,0,10,True,1000,1,88.0,,1,0,1,1.0,0.0,0.0
52,10,0,5,True,True,True,50,3,3,0,10,5,3,0,2,True,500,1,50.0,,1,0,1,1.0,0.0,0.0
1064,10,0,5,True,True,True,50,9,3,0,10,10,3,0,10,True,1000,1,112.0,,1,0,1,1.0,0.0,0.0
1065,10,0,5,True,True,True,50,9,3,0,10,10,4,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
1067,10,0,5,True,True,True,50,9,4,0,10,3,2,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
1068,10,0,5,True,True,True,50,9,4,0,10,3,3,0,10,True,1000,1,56.0,,1,0,1,1.0,0.0,0.0
1069,10,0,5,True,True,True,50,9,4,0,10,3,4,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
1070,10,0,5,True,True,True,50,9,4,0,10,3,5,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
1071,10,0,5,True,True,True,50,9,4,0,10,4,2,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
1073,10,0,5,True,True,True,50,9,4,0,10,4,4,0,10,True,1000,1,37.0,,1,0,1,1.0,0.0,0.0
1031,10,0,5,True,True,True,50,9,2,0,10,10,5,0,10,True,1000,1,106.0,,1,0,1,1.0,0.0,0.0
1074,10,0,5,True,True,True,50,9,4,0,10,4,5,0,10,True,1000,1,61.0,,1,0,1,1.0,0.0,0.0
1075,10,0,5,True,True,True,50,9,4,0,10,5,2,0,10,True,1000,1,73.0,,1,0,1,1.0,0.0,0.0
1076,10,0,5,True,True,True,50,9,4,0,10,5,3,0,1,True,500,1,44.0,,1,0,1,1.0,0.0,0.0
1077,10,0,5,True,True,True,50,9,4,0,10,5,3,0,2,True,500,1,78.0,,1,0,1,1.0,0.0,0.0
1078,10,0,5,True,True,True,50,9,4,0,10,5,3,0,3,True,500,1,69.0,,1,0,1,1.0,0.0,0.0
1079,10,0,5,True,True,True,50,9,4,0,10,5,3,0,4,True,500,1,42.0,,1,0,1,1.0,0.0,0.0
49,10,0,5,True,True,True,50,3,3,0,10,4,5,0,10,True,1000,1,59.0,,2,0,2,1.0,0.0,0.0
48,10,0,5,True,True,True,50,3,3,0,10,4,4,0,10,True,1000,1,45.0,,2,0,2,1.0,0.0,0.0
46,10,0,5,True,True,True,50,3,3,0,10,4,2,0,10,True,1000,1,67.5,,2,0,2,1.0,0.0,0.0
1083,10,0,5,True,True,True,50,9,4,0,10,5,3,0,8,True,500,1,49.0,,1,0,1,1.0,0.0,0.0
1084,10,0,5,True,True,True,50,9,4,0,10,5,3,0,9,True,500,1,76.0,,1,0,1,1.0,0.0,0.0
1059,10,0,5,True,True,True,50,9,3,0,10,9,2,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
1058,10,0,5,True,True,True,50,9,3,0,10,8,5,0,10,True,1000,1,41.0,,1,0,1,1.0,0.0,0.0
53,10,0,5,True,True,True,50,3,3,0,10,5,3,0,3,True,500,1,54.0,,1,0,1,1.0,0.0,0.0
1056,10,0,5,True,True,True,50,9,3,0,10,8,3,0,10,True,1000,1,86.0,,1,0,1,1.0,0.0,0.0
1032,10,0,5,True,True,True,50,9,3,0,10,3,2,0,10,True,1000,1,56.0,,1,0,1,1.0,0.0,0.0
1033,10,0,5,True,True,True,50,9,3,0,10,3,3,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
1034,10,0,5,True,True,True,50,9,3,0,10,5,2,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
85,10,0,5,True,True,True,50,3,4,0,10,3,3,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
1036,10,0,5,True,True,True,50,9,3,0,10,5,3,0,2,True,500,1,53.0,,1,0,1,1.0,0.0,0.0
84,10,0,5,True,True,True,50,3,4,0,10,3,2,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
83,10,0,5,True,True,True,50,3,3,0,10,10,5,0,10,True,1000,1,59.5,,2,0,2,1.0,0.0,0.0
1039,10,0,5,True,True,True,50,9,3,0,10,5,3,0,5,True,500,1,61.0,,1,0,1,1.0,0.0,0.0
82,10,0,5,True,True,True,50,3,3,0,10,10,4,0,10,True,1000,1,71.0,,1,0,1,1.0,0.0,0.0
81,10,0,5,True,True,True,50,3,3,0,10,10,3,0,10,True,1000,1,42.0,,2,0,2,1.0,0.0,0.0
80,10,0,5,True,True,True,50,3,3,0,10,10,2,0,10,True,1000,1,60.5,,2,0,2,1.0,0.0,0.0
79,10,0,5,True,True,True,50,3,3,0,10,9,5,0,10,True,1000,1,121.0,,1,0,1,1.0,0.0,0.0
1044,10,0,5,True,True,True,50,9,3,0,10,5,3,0,10,True,500,1,68.0,,1,0,1,1.0,0.0,0.0
76,10,0,5,True,True,True,50,3,3,0,10,9,2,0,10,True,1000,1,57.0,,2,0,2,1.0,0.0,0.0
75,10,0,5,True,True,True,50,3,3,0,10,8,5,0,10,True,1000,1,53.5,,2,0,2,1.0,0.0,0.0
74,10,0,5,True,True,True,50,3,3,0,10,8,4,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
1048,10,0,5,True,True,True,50,9,3,0,10,6,2,0,10,True,1000,1,84.0,,1,0,1,1.0,0.0,0.0
1049,10,0,5,True,True,True,50,9,3,0,10,6,3,0,10,True,1000,1,74.0,,1,0,1,1.0,0.0,0.0
73,10,0,5,True,True,True,50,3,3,0,10,8,3,0,10,True,1000,1,74.0,,2,0,2,1.0,0.0,0.0
1051,10,0,5,True,True,True,50,9,3,0,10,6,5,0,10,True,1000,1,51.0,,1,0,1,1.0,0.0,0.0
1052,10,0,5,True,True,True,50,9,3,0,10,7,2,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
71,10,0,5,True,True,True,50,3,3,0,10,7,5,0,10,True,1000,1,87.0,,1,0,1,1.0,0.0,0.0
68,10,0,5,True,True,True,50,3,3,0,10,7,2,0,10,True,1000,1,58.5,,2,0,2,1.0,0.0,0.0
969,10,0,5,True,True,True,50,8,5,0,10,5,5,0,10,True,1000,1,91.0,,1,0,1,1.0,0.0,0.0
967,10,0,5,True,True,True,50,8,5,0,10,5,3,0,10,True,1000,1,97.0,,1,0,1,1.0,0.0,0.0
852,10,0,5,True,True,True,50,8,2,0,10,8,2,0,10,True,1000,1,43.0,,1,0,1,1.0,0.0,0.0
895,10,0,5,True,True,True,50,8,3,0,10,8,3,0,10,True,1000,1,85.0,,1,0,1,1.0,0.0,0.0
884,10,0,5,True,True,True,50,8,3,0,10,5,4,0,10,True,1000,1,84.0,,1,0,1,1.0,0.0,0.0
885,10,0,5,True,True,True,50,8,3,0,10,5,5,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
886,10,0,5,True,True,True,50,8,3,0,10,6,2,0,10,True,1000,1,238.0,,1,0,1,1.0,0.0,0.0
887,10,0,5,True,True,True,50,8,3,0,10,6,3,0,10,True,1000,1,156.0,,1,0,1,1.0,0.0,0.0
888,10,0,5,True,True,True,50,8,3,0,10,6,4,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
889,10,0,5,True,True,True,50,8,3,0,10,6,5,0,10,True,1000,1,86.0,,1,0,1,1.0,0.0,0.0
890,10,0,5,True,True,True,50,8,3,0,10,7,2,0,10,True,1000,1,65.0,,1,0,1,1.0,0.0,0.0
891,10,0,5,True,True,True,50,8,3,0,10,7,3,0,10,True,1000,1,167.0,,1,0,1,1.0,0.0,0.0
892,10,0,5,True,True,True,50,8,3,0,10,7,4,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
893,10,0,5,True,True,True,50,8,3,0,10,7,5,0,10,True,1000,1,144.0,,1,0,1,1.0,0.0,0.0
894,10,0,5,True,True,True,50,8,3,0,10,8,2,0,10,True,1000,1,84.0,,1,0,1,1.0,0.0,0.0
896,10,0,5,True,True,True,50,8,3,0,10,8,4,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
910,10,0,5,True,True,True,50,8,4,0,10,4,2,0,10,True,1000,1,99.0,,1,0,1,1.0,0.0,0.0
897,10,0,5,True,True,True,50,8,3,0,10,8,5,0,10,True,1000,1,135.0,,1,0,1,1.0,0.0,0.0
898,10,0,5,True,True,True,50,8,3,0,10,9,2,0,10,True,1000,1,83.0,,1,0,1,1.0,0.0,0.0
899,10,0,5,True,True,True,50,8,3,0,10,9,3,0,10,True,1000,1,22.0,,1,0,1,1.0,0.0,0.0
900,10,0,5,True,True,True,50,8,3,0,10,9,4,0,10,True,1000,1,46.0,,1,0,1,1.0,0.0,0.0
901,10,0,5,True,True,True,50,8,3,0,10,9,5,0,10,True,1000,1,109.0,,1,0,1,1.0,0.0,0.0
903,10,0,5,True,True,True,50,8,3,0,10,10,3,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
904,10,0,5,True,True,True,50,8,3,0,10,10,4,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
905,10,0,5,True,True,True,50,8,3,0,10,10,5,0,10,True,1000,1,17.0,,1,0,1,1.0,0.0,0.0
906,10,0,5,True,True,True,50,8,4,0,10,3,2,0,10,True,1000,1,101.0,,1,0,1,1.0,0.0,0.0
907,10,0,5,True,True,True,50,8,4,0,10,3,3,0,10,True,1000,1,78.0,,1,0,1,1.0,0.0,0.0
908,10,0,5,True,True,True,50,8,4,0,10,3,4,0,10,True,1000,1,94.0,,1,0,1,1.0,0.0,0.0
883,10,0,5,True,True,True,50,8,3,0,10,5,3,0,10,True,1000,1,94.0,,1,0,1,1.0,0.0,0.0
882,10,0,5,True,True,True,50,8,3,0,10,5,3,0,10,True,500,1,66.0,,1,0,1,1.0,0.0,0.0
881,10,0,5,True,True,True,50,8,3,0,10,5,3,0,9,True,500,1,60.0,,1,0,1,1.0,0.0,0.0
880,10,0,5,True,True,True,50,8,3,0,10,5,3,0,8,True,500,1,65.0,,1,0,1,1.0,0.0,0.0
854,10,0,5,True,True,True,50,8,2,0,10,8,4,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
855,10,0,5,True,True,True,50,8,2,0,10,8,5,0,10,True,1000,1,114.0,,1,0,1,1.0,0.0,0.0
856,10,0,5,True,True,True,50,8,2,0,10,9,2,0,10,True,1000,1,264.0,,1,0,1,1.0,0.0,0.0
857,10,0,5,True,True,True,50,8,2,0,10,9,3,0,10,True,1000,1,95.0,,1,0,1,1.0,0.0,0.0
858,10,0,5,True,True,True,50,8,2,0,10,9,4,0,10,True,1000,1,97.0,,1,0,1,1.0,0.0,0.0
859,10,0,5,True,True,True,50,8,2,0,10,9,5,0,10,True,1000,1,139.0,,1,0,1,1.0,0.0,0.0
862,10,0,5,True,True,True,50,8,2,0,10,10,4,0,10,True,1000,1,43.0,,1,0,1,1.0,0.0,0.0
864,10,0,5,True,True,True,50,8,3,0,10,3,2,0,10,True,1000,1,176.0,,1,0,1,1.0,0.0,0.0
865,10,0,5,True,True,True,50,8,3,0,10,3,3,0,10,True,1000,1,83.0,,1,0,1,1.0,0.0,0.0
866,10,0,5,True,True,True,50,8,3,0,10,3,4,0,10,True,1000,1,156.0,,1,0,1,1.0,0.0,0.0
867,10,0,5,True,True,True,50,8,3,0,10,3,5,0,10,True,1000,1,155.0,,1,0,1,1.0,0.0,0.0
868,10,0,5,True,True,True,50,8,3,0,10,4,2,0,10,True,1000,1,145.0,,1,0,1,1.0,0.0,0.0
869,10,0,5,True,True,True,50,8,3,0,10,4,3,0,10,True,1000,1,71.0,,1,0,1,1.0,0.0,0.0
870,10,0,5,True,True,True,50,8,3,0,10,4,4,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
871,10,0,5,True,True,True,50,8,3,0,10,4,5,0,10,True,1000,1,81.0,,1,0,1,1.0,0.0,0.0
872,10,0,5,True,True,True,50,8,3,0,10,5,2,0,10,True,1000,1,146.0,,1,0,1,1.0,0.0,0.0
873,10,0,5,True,True,True,50,8,3,0,10,5,3,0,1,True,500,1,48.0,,1,0,1,1.0,0.0,0.0
874,10,0,5,True,True,True,50,8,3,0,10,5,3,0,2,True,500,1,70.0,,1,0,1,1.0,0.0,0.0
875,10,0,5,True,True,True,50,8,3,0,10,5,3,0,3,True,500,1,79.0,,1,0,1,1.0,0.0,0.0
876,10,0,5,True,True,True,50,8,3,0,10,5,3,0,4,True,500,1,75.0,,1,0,1,1.0,0.0,0.0
877,10,0,5,True,True,True,50,8,3,0,10,5,3,0,5,True,500,1,82.0,,1,0,1,1.0,0.0,0.0
878,10,0,5,True,True,True,50,8,3,0,10,5,3,0,6,True,500,1,53.0,,1,0,1,1.0,0.0,0.0
879,10,0,5,True,True,True,50,8,3,0,10,5,3,0,7,True,500,1,62.0,,1,0,1,1.0,0.0,0.0
909,10,0,5,True,True,True,50,8,4,0,10,3,5,0,10,True,1000,1,87.0,,1,0,1,1.0,0.0,0.0
911,10,0,5,True,True,True,50,8,4,0,10,4,3,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
966,10,0,5,True,True,True,50,8,5,0,10,5,3,0,10,True,500,1,88.0,,1,0,1,1.0,0.0,0.0
953,10,0,5,True,True,True,50,8,5,0,10,4,3,0,10,True,1000,1,114.0,,1,0,1,1.0,0.0,0.0
940,10,0,5,True,True,True,50,8,4,0,10,9,2,0,10,True,1000,1,30.0,,1,0,1,1.0,0.0,0.0
942,10,0,5,True,True,True,50,8,4,0,10,9,4,0,10,True,1000,1,77.0,,1,0,1,1.0,0.0,0.0
943,10,0,5,True,True,True,50,8,4,0,10,9,5,0,10,True,1000,1,47.0,,1,0,1,1.0,0.0,0.0
944,10,0,5,True,True,True,50,8,4,0,10,10,2,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
945,10,0,5,True,True,True,50,8,4,0,10,10,3,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
947,10,0,5,True,True,True,50,8,4,0,10,10,5,0,10,True,1000,1,83.0,,1,0,1,1.0,0.0,0.0
948,10,0,5,True,True,True,50,8,5,0,10,3,2,0,10,True,1000,1,91.0,,1,0,1,1.0,0.0,0.0
949,10,0,5,True,True,True,50,8,5,0,10,3,3,0,10,True,1000,1,111.0,,1,0,1,1.0,0.0,0.0
950,10,0,5,True,True,True,50,8,5,0,10,3,4,0,10,True,1000,1,73.0,,1,0,1,1.0,0.0,0.0
951,10,0,5,True,True,True,50,8,5,0,10,3,5,0,10,True,1000,1,87.0,,1,0,1,1.0,0.0,0.0
952,10,0,5,True,True,True,50,8,5,0,10,4,2,0,10,True,1000,1,91.0,,1,0,1,1.0,0.0,0.0
954,10,0,5,True,True,True,50,8,5,0,10,4,4,0,10,True,1000,1,72.0,,1,0,1,1.0,0.0,0.0
912,10,0,5,True,True,True,50,8,4,0,10,4,4,0,10,True,1000,1,110.0,,1,0,1,1.0,0.0,0.0
955,10,0,5,True,True,True,50,8,5,0,10,4,5,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
956,10,0,5,True,True,True,50,8,5,0,10,5,2,0,10,True,1000,1,73.0,,1,0,1,1.0,0.0,0.0
957,10,0,5,True,True,True,50,8,5,0,10,5,3,0,1,True,500,1,66.0,,1,0,1,1.0,0.0,0.0
958,10,0,5,True,True,True,50,8,5,0,10,5,3,0,2,True,500,1,82.0,,1,0,1,1.0,0.0,0.0
959,10,0,5,True,True,True,50,8,5,0,10,5,3,0,3,True,500,1,68.0,,1,0,1,1.0,0.0,0.0
960,10,0,5,True,True,True,50,8,5,0,10,5,3,0,4,True,500,1,70.0,,1,0,1,1.0,0.0,0.0
961,10,0,5,True,True,True,50,8,5,0,10,5,3,0,5,True,500,1,84.0,,1,0,1,1.0,0.0,0.0
962,10,0,5,True,True,True,50,8,5,0,10,5,3,0,6,True,500,1,52.0,,1,0,1,1.0,0.0,0.0
963,10,0,5,True,True,True,50,8,5,0,10,5,3,0,7,True,500,1,71.0,,1,0,1,1.0,0.0,0.0
964,10,0,5,True,True,True,50,8,5,0,10,5,3,0,8,True,500,1,97.0,,1,0,1,1.0,0.0,0.0
965,10,0,5,True,True,True,50,8,5,0,10,5,3,0,9,True,500,1,68.0,,1,0,1,1.0,0.0,0.0
939,10,0,5,True,True,True,50,8,4,0,10,8,5,0,10,True,1000,1,136.0,,1,0,1,1.0,0.0,0.0
938,10,0,5,True,True,True,50,8,4,0,10,8,4,0,10,True,1000,1,31.0,,1,0,1,1.0,0.0,0.0
937,10,0,5,True,True,True,50,8,4,0,10,8,3,0,10,True,1000,1,42.0,,1,0,1,1.0,0.0,0.0
936,10,0,5,True,True,True,50,8,4,0,10,8,2,0,10,True,1000,1,28.0,,1,0,1,1.0,0.0,0.0
913,10,0,5,True,True,True,50,8,4,0,10,4,5,0,10,True,1000,1,149.0,,1,0,1,1.0,0.0,0.0
914,10,0,5,True,True,True,50,8,4,0,10,5,2,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
915,10,0,5,True,True,True,50,8,4,0,10,5,3,0,1,True,500,1,71.0,,1,0,1,1.0,0.0,0.0
916,10,0,5,True,True,True,50,8,4,0,10,5,3,0,2,True,500,1,70.0,,1,0,1,1.0,0.0,0.0
917,10,0,5,True,True,True,50,8,4,0,10,5,3,0,3,True,500,1,69.0,,1,0,1,1.0,0.0,0.0
918,10,0,5,True,True,True,50,8,4,0,10,5,3,0,4,True,500,1,81.0,,1,0,1,1.0,0.0,0.0
919,10,0,5,True,True,True,50,8,4,0,10,5,3,0,5,True,500,1,58.0,,1,0,1,1.0,0.0,0.0
920,10,0,5,True,True,True,50,8,4,0,10,5,3,0,6,True,500,1,57.0,,1,0,1,1.0,0.0,0.0
921,10,0,5,True,True,True,50,8,4,0,10,5,3,0,7,True,500,1,53.0,,1,0,1,1.0,0.0,0.0
922,10,0,5,True,True,True,50,8,4,0,10,5,3,0,8,True,500,1,61.0,,1,0,1,1.0,0.0,0.0
923,10,0,5,True,True,True,50,8,4,0,10,5,3,0,9,True,500,1,68.0,,1,0,1,1.0,0.0,0.0
924,10,0,5,True,True,True,50,8,4,0,10,5,3,0,10,True,500,1,54.0,,1,0,1,1.0,0.0,0.0
925,10,0,5,True,True,True,50,8,4,0,10,5,3,0,10,True,1000,1,74.0,,1,0,1,1.0,0.0,0.0
926,10,0,5,True,True,True,50,8,4,0,10,5,4,0,10,True,1000,1,121.0,,1,0,1,1.0,0.0,0.0
927,10,0,5,True,True,True,50,8,4,0,10,5,5,0,10,True,1000,1,61.0,,1,0,1,1.0,0.0,0.0
928,10,0,5,True,True,True,50,8,4,0,10,6,2,0,10,True,1000,1,78.0,,1,0,1,1.0,0.0,0.0
929,10,0,5,True,True,True,50,8,4,0,10,6,3,0,10,True,1000,1,90.0,,1,0,1,1.0,0.0,0.0
930,10,0,5,True,True,True,50,8,4,0,10,6,4,0,10,True,1000,1,86.0,,1,0,1,1.0,0.0,0.0
931,10,0,5,True,True,True,50,8,4,0,10,6,5,0,10,True,1000,1,89.0,,1,0,1,1.0,0.0,0.0
932,10,0,5,True,True,True,50,8,4,0,10,7,2,0,10,True,1000,1,46.0,,1,0,1,1.0,0.0,0.0
933,10,0,5,True,True,True,50,8,4,0,10,7,3,0,10,True,1000,1,89.0,,1,0,1,1.0,0.0,0.0
934,10,0,5,True,True,True,50,8,4,0,10,7,4,0,10,True,1000,1,108.0,,1,0,1,1.0,0.0,0.0
935,10,0,5,True,True,True,50,8,4,0,10,7,5,0,10,True,1000,1,78.0,,1,0,1,1.0,0.0,0.0
